Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,LogHP,SqrtHP,std_HP,std_Attack,std_Defense,std_Sp. Atk,std_Sp. Def,std_Speed,std_LogHP,std_SqrtHP,norm_HP,norm_Attack,norm_Defense,norm_Sp. Atk,norm_Sp. Def,norm_Speed,norm_LogHP,norm_SqrtHP,is_Bug,is_Dark,is_Dragon,is_Electric,is_Fighting,is_Fire,is_Ghost,is_Grass,is_Ground,is_Ice,is_Normal,is_Poison,is_Psychic,is_Rock,is_Steel,is_Water
Dragon,Psychic,80,90,80,130,110,110,True,4.382026634673881,8.94427190999916,0.4240913106155372,0.32760298882497485,0.18915686293467543,1.7521742348781997,1.3825473149690641,1.4337641400115797,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.4594594594594595,0.33333333333333337,0.6521739130434783,0.4285714285714286,0.6,0.7907991740444459,0.530724886055846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ground,,50,50,95,40,50,35,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.9067511988154378,0.6667493312561286,-0.9944370338985871,-0.7788100166803454,-1.1593410444911616,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.24324324324324326,0.4,0.16304347826086957,0.14285714285714285,0.17142857142857143,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,Grass,60,60,50,40,50,75,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.5981626519053346,-0.7660280737082308,-0.9944370338985871,-0.7788100166803454,0.22364838724363376,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2972972972972973,0.19999999999999998,0.16304347826086957,0.14285714285714285,0.39999999999999997,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Water,,75,98,63,98,63,101,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.5744738263530574,-0.35211460116297144,0.7756013393131199,-0.3105159281563067,1.1225915178712507,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.5027027027027027,0.25777777777777783,0.4782608695652174,0.2047619047619048,0.5485714285714286,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,Ground,60,60,40,65,45,35,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.5981626519053346,-1.0844230525891996,-0.23148945923836856,-0.9589231276511295,-1.1593410444911616,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2972972972972973,0.15555555555555556,0.29891304347826086,0.11904761904761905,0.17142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ground,,50,75,85,20,30,40,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.13527983154017986,0.3483543523751598,-1.6047950936267619,-1.499262460563482,-0.9864673655243121,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.3783783783783784,0.35555555555555557,0.05434782608695652,0.04761904761904763,0.19999999999999998,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Water,42,52,67,39,56,50,False,3.7376696182833684,6.48074069840786,-1.0605291927951919,-0.845033489433417,-0.2247566096105839,-1.0249549368849957,-0.5626742835154045,-0.6407200075906133,-1.1070826658903865,-1.146616594180296,0.16141732283464566,0.25405405405405407,0.27555555555555555,0.15760869565217392,0.17142857142857149,0.2571428571428571,0.6745157648293206,0.366146264329522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ground,,60,85,40,30,45,68,False,4.0943445622221,7.745966692414834,-0.35728790170589914,0.1733087153699233,-1.0844230525891996,-1.2996160637626746,-0.9589231276511295,-0.018374763309955414,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.43243243243243246,0.15555555555555556,0.10869565217391305,0.11904761904761905,0.36,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,,100,100,100,100,100,100,False,4.605170185988092,10.0,1.2054705229369735,0.636191535735078,0.8259468206966128,0.8366371452859375,1.0223210930274957,1.0880167820778808,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Water,Fighting,91,72,90,129,90,108,False,4.51085950651685,9.539392014169456,0.8538498773923272,-0.2278563956132108,0.5075518418156442,1.721656331891791,0.6620948710859276,1.36461466842484,0.8781041908408252,0.9149521182414215,0.3543307086614173,0.3621621621621622,0.3777777777777778,0.6467391304347826,0.33333333333333337,0.5885714285714285,0.8140489023407176,0.5704824690103999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Steel,Ghost,60,150,50,150,50,60,False,4.0943445622221,7.745966692414834,-0.35728790170589914,2.179134270285594,-0.7660280737082308,2.3625322946063747,-0.7788100166803454,-0.29497264965691444,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.7837837837837838,0.19999999999999998,0.7608695652173912,0.14285714285714285,0.3142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ice,Flying,45,55,45,65,45,75,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-0.7524569253603861,-0.9252255631487152,-0.23148945923836856,-0.9589231276511295,0.22364838724363376,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.2702702702702703,0.17777777777777778,0.29891304347826086,0.11904761904761905,0.39999999999999997,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,,65,60,110,130,95,65,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-0.5981626519053346,1.1443417995775815,1.7521742348781997,0.8422079820567118,-0.12209897069006506,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.2972972972972973,0.4666666666666667,0.6521739130434783,0.3571428571428572,0.34285714285714286,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel,Ghost,59,110,150,45,49,35,False,4.07753744390572,7.681145747868608,-0.396356862321971,0.9447800826451812,2.4179217151014565,-0.8418475189665434,-0.8148326388745023,-1.1593410444911616,-0.2344624328544798,-0.33752878497209804,0.2283464566929134,0.5675675675675675,0.6444444444444444,0.19021739130434784,0.1380952380952381,0.17142857142857143,0.7358497589360086,0.44634050243132245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rock,Fighting,91,129,90,72,90,108,True,4.51085950651685,9.539392014169456,0.8538498773923272,1.5310983217743772,0.5075518418156442,-0.017864138333507355,0.6620948710859276,1.36461466842484,0.8781041908408252,0.9149521182414215,0.3543307086614173,0.6702702702702703,0.3777777777777778,0.3369565217391304,0.33333333333333337,0.5885714285714285,0.8140489023407176,0.5704824690103999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bug,Flying,40,20,30,40,80,55,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.8325168395457472,-1.4028180314701681,-0.9944370338985871,0.30186864914435935,-0.46784632862376385,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.08108108108108109,0.1111111111111111,0.16304347826086957,0.28571428571428575,0.2857142857142857,0.6657108841785778,0.3557121467767175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,Fire,75,90,50,110,80,95,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.32760298882497485,-0.7660280737082308,1.1418161751500249,0.30186864914435935,0.9151431031110314,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.4594594594594595,0.19999999999999998,0.5434782608695652,0.28571428571428575,0.5142857142857142,0.7791522778786859,0.5117507932069544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,,45,30,40,105,50,20,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-1.523928292635644,-1.0844230525891996,0.9892266602179811,-0.7788100166803454,-1.6779620813917098,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.13513513513513514,0.15555555555555556,0.5163043478260869,0.14285714285714285,0.08571428571428572,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grass,Ice,90,92,75,92,85,60,False,4.499809670330265,9.486832980505138,0.8147809167762554,0.3893206982069955,0.029959373494191064,0.5924939213946675,0.4819817601151435,-0.29497264965691444,0.84973342461578,0.8795266812852323,0.35039370078740156,0.4702702702702703,0.3111111111111111,0.44565217391304346,0.3095238095238096,0.3142857142857143,0.81205480188032,0.5669712111545867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,,76,25,45,67,55,24,False,4.330733340286331,8.717797887081348,0.2678154681512499,-1.6782225660906955,-0.9252255631487152,-0.17045365326555106,-0.5986969057095612,-1.5396631382182302,0.41562517605289917,0.3611875429902111,0.29527559055118113,0.10810810810810811,0.17777777777777778,0.30978260869565216,0.16666666666666669,0.10857142857142858,0.781542567862564,0.5155950665620823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Normal,,55,66,44,44,56,85,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.4130095237592727,-0.957065061036812,-0.8723654219529521,-0.5626742835154045,0.5693957451773326,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.32972972972972975,0.17333333333333334,0.1847826086956522,0.17142857142857149,0.45714285714285713,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ground,Ghost,89,124,80,55,80,55,False,4.48863636973214,9.433981132056603,0.7757119561601835,1.3768040483193256,0.18915686293467543,-0.536668489102456,0.30186864914435935,-0.46784632862376385,0.8210456600300546,0.8439038835528847,0.3464566929133858,0.6432432432432433,0.33333333333333337,0.24456521739130435,0.28571428571428575,0.2857142857142857,0.8100384205068175,0.5634403915195759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,Flying,79,115,70,125,80,111,True,4.3694478524670215,8.888194417315589,0.3850223499994654,1.0990743561002327,-0.1292381159462933,1.599584719946156,0.30186864914435935,1.4683388758049494,0.515025778563959,0.4760369060496493,0.30708661417322836,0.5945945945945947,0.2888888888888889,0.625,0.28571428571428575,0.6057142857142856,0.7885291534788565,0.5269785740901987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,,65,110,130,60,65,95,False,4.174387269895637,8.06225774829855,-0.16194309862554007,0.9447800826451812,1.7811317573395191,-0.38407897417041226,-0.23847068376799305,0.9151431031110314,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.5675675675675675,0.5555555555555555,0.2717391304347826,0.2142857142857143,0.5142857142857142,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,20,10,55,15,20,80,False,2.995732273553991,4.47213595499958,-1.9200463263487717,-2.1411053864558505,-0.6068305842677464,-1.7573846085588056,-1.8594886825050503,0.39652206621048314,-3.0120277352574156,-2.500440965495173,0.07480314960629922,0.02702702702702703,0.2222222222222222,0.027173913043478264,0.0,0.42857142857142855,0.5406225943127096,0.2319594520384125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,,73,95,62,85,65,85,False,4.290459441148391,8.54400374531753,0.15060858630303448,0.48189726228002644,-0.3839540990510683,0.3788686004898063,-0.23847068376799305,0.5693957451773326,0.3122208035246669,0.24404814785348303,0.28346456692913385,0.48648648648648657,0.25333333333333335,0.4076086956521739,0.2142857142857143,0.45714285714285713,0.774274568640053,0.5039845782593493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,75,95,60,65,60,115,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.48189726228002644,-0.44763309482726205,-0.23148945923836856,-0.41858379473877716,1.606637818978429,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.48648648648648657,0.24444444444444444,0.29891304347826086,0.19047619047619052,0.6285714285714286,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dragon,,45,75,60,40,30,50,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-0.13527983154017986,-0.44763309482726205,-0.9944370338985871,-1.499262460563482,-0.6407200075906133,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.3783783783783784,0.24444444444444444,0.16304347826086957,0.04761904761904763,0.2571428571428571,0.6869665120144518,0.3813421690471292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Electric,70,77,60,97,60,108,False,4.248495242049359,8.366600265340756,0.03340170445481903,-0.07356212215815923,-0.44763309482726205,0.7450834363267111,-0.41858379473877716,1.36461466842484,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.3891891891891892,0.24444444444444444,0.47282608695652173,0.19047619047619052,0.5885714285714285,0.7667015306935548,0.4921329645730052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,,50,20,55,25,25,30,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-1.8325168395457472,-0.6068305842677464,-1.4522055786947181,-1.679375571534266,-1.3322147234580108,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.08108108108108109,0.2222222222222222,0.08152173913043478,0.023809523809523808,0.14285714285714285,0.7059803190278149,0.40558364683289894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Grass,60,95,80,60,80,30,False,4.0943445622221,7.745966692414834,-0.35728790170589914,0.48189726228002644,0.18915686293467543,-0.38407897417041226,0.30186864914435935,-1.3322147234580108,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.48648648648648657,0.33333333333333337,0.2717391304347826,0.28571428571428575,0.14285714285714285,0.7388828430294488,0.4506709292845407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Dark,95,155,109,70,130,81,False,4.553876891600541,9.746794344808963,1.0101257198566145,2.3334285437406455,1.1125023016894848,-0.07889994430632484,2.1029997588522007,0.43109680200385303,0.9885525409533672,1.0547438472058874,0.3700787401574803,0.810810810810811,0.46222222222222226,0.3260869565217391,0.5238095238095238,0.4342857142857143,0.8218120027118011,0.5843381853735097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dragon,Psychic,80,130,100,160,120,110,True,4.382026634673881,8.94427190999916,0.4240913106155372,1.5619571764653875,0.8259468206966128,2.6677113244704618,1.7427735369106323,1.4337641400115797,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.6756756756756757,0.4222222222222222,0.8152173913043478,0.4761904761904763,0.6,0.7907991740444459,0.530724886055846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,80,92,65,65,80,68,False,4.382026634673881,8.94427190999916,0.4240913106155372,0.3893206982069955,-0.28843560538677765,-0.23148945923836856,0.30186864914435935,-0.018374763309955414,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.4702702702702703,0.26666666666666666,0.29891304347826086,0.28571428571428575,0.36,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,Flying,40,55,30,30,30,60,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.7524569253603861,-1.4028180314701681,-1.2996160637626746,-1.499262460563482,-0.29497264965691444,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.2702702702702703,0.1111111111111111,0.10869565217391305,0.04761904761904763,0.3142857142857143,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Water,,65,45,55,45,70,45,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-1.0610454722704894,-0.6068305842677464,-0.8418475189665434,-0.05835757279720892,-0.8135936865574627,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.21621621621621623,0.2222222222222222,0.19021739130434784,0.23809523809523814,0.22857142857142854,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bug,,50,35,55,25,25,15,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-1.3696340191805925,-0.6068305842677464,-1.4522055786947181,-1.679375571534266,-1.850835760358559,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.16216216216216217,0.2222222222222222,0.08152173913043478,0.023809523809523808,0.05714285714285715,0.7059803190278149,0.40558364683289894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poison,,35,60,44,40,54,55,False,3.5553480614894135,5.916079783099616,-1.3340119171076945,-0.5981626519053346,-0.957065061036812,-0.9944370338985871,-0.6347195279037181,-0.46784632862376385,-1.5751984079017929,-1.5272050156614254,0.13385826771653545,0.2972972972972973,0.17333333333333334,0.16304347826086957,0.16190476190476194,0.2857142857142857,0.6416132408276866,0.328423537397182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fire,,44,58,44,58,44,61,False,3.784189633918261,6.6332495807108,-0.9823912715630482,-0.6598803612873552,-0.957065061036812,-0.44511478014322975,-0.9949457498452864,-0.2603979138635446,-0.9876412129966934,-1.0438237264539336,0.16929133858267717,0.2864864864864865,0.17333333333333334,0.2608695652173913,0.11428571428571431,0.32,0.6829109648149879,0.3763347699722928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fighting,,65,105,60,60,70,95,False,4.174387269895637,8.06225774829855,-0.16194309862554007,0.7904858091901296,-0.44763309482726205,-0.38407897417041226,-0.05835757279720892,0.9151431031110314,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.5405405405405406,0.24444444444444444,0.2717391304347826,0.23809523809523814,0.5142857142857142,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Steel,70,150,140,65,100,75,False,4.248495242049359,8.366600265340756,0.03340170445481903,2.179134270285594,2.0995267362204877,-0.23148945923836856,1.0223210930274957,0.22364838724363376,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.7837837837837838,0.6,0.29891304347826086,0.380952380952381,0.39999999999999997,0.7667015306935548,0.4921329645730052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,Water,70,40,50,55,50,25,False,4.248495242049359,8.366600265340756,0.03340170445481903,-1.2153397457255408,-0.7660280737082308,-0.536668489102456,-0.7788100166803454,-1.5050884024248603,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.1891891891891892,0.19999999999999998,0.24456521739130435,0.14285714285714285,0.11428571428571428,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark,,65,150,60,115,60,115,False,4.174387269895637,8.06225774829855,-0.16194309862554007,2.179134270285594,-0.44763309482726205,1.2944056900820686,-0.41858379473877716,1.606637818978429,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.7837837837837838,0.24444444444444444,0.5706521739130435,0.19047619047619052,0.6285714285714286,0.7533276906749776,0.4718010638640337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Ground,70,85,70,60,70,50,False,4.248495242049359,8.366600265340756,0.03340170445481903,0.1733087153699233,-0.1292381159462933,-0.38407897417041226,-0.05835757279720892,-0.6407200075906133,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.43243243243243246,0.2888888888888889,0.2717391304347826,0.23809523809523814,0.2571428571428571,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ground,Dark,50,72,35,35,35,65,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.2278563956132108,-1.243620542029684,-1.1470265488306308,-1.3191493495926978,-0.12209897069006506,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.3621621621621622,0.13333333333333333,0.1358695652173913,0.07142857142857144,0.34285714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,,50,80,95,10,45,10,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,0.019014441914871723,0.6667493312561286,-1.9099741234908494,-0.9589231276511295,-2.0237094393254087,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.40540540540540543,0.4,0.0,0.11904761904761905,0.02857142857142857,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Normal,,55,50,40,40,40,75,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.9067511988154378,-1.0844230525891996,-0.9944370338985871,-1.1390362386219137,0.22364838724363376,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.24324324324324326,0.15555555555555556,0.16304347826086957,0.09523809523809525,0.39999999999999997,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dark,Dragon,52,65,50,45,50,38,False,3.9512437185814275,7.211102550927978,-0.6698395866344736,-0.443868378450283,-0.7660280737082308,-0.8418475189665434,-0.7788100166803454,-1.055616837111052,-0.5587251365147964,-0.6543436972525443,0.20078740157480315,0.32432432432432434,0.19999999999999998,0.19021739130434784,0.14285714285714285,0.18857142857142856,0.7130582558257407,0.41493880508714537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,Steel,50,60,95,120,70,70,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.5981626519053346,0.6667493312561286,1.4469952050141122,-0.05835757279720892,0.05077470827678435,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.2972972972972973,0.4,0.5978260869565217,0.23809523809523814,0.37142857142857144,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fighting,Steel,70,110,70,115,70,90,False,4.248495242049359,8.366600265340756,0.03340170445481903,0.9447800826451812,-0.1292381159462933,1.2944056900820686,-0.05835757279720892,0.742269424144182,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.5675675675675675,0.2888888888888889,0.5706521739130435,0.23809523809523814,0.48571428571428565,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,100,75,115,90,115,85,True,4.605170185988092,10.0,1.2054705229369735,-0.13527983154017986,1.303539289018066,0.53145811542185,1.5626604259398482,0.5693957451773326,1.12024952174195,1.2254075818591805,0.38976377952755903,0.3783783783783784,0.4888888888888889,0.43478260869565216,0.45238095238095244,0.45714285714285713,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,Dark,70,140,70,110,65,105,False,4.248495242049359,8.366600265340756,0.03340170445481903,1.8705457233754907,-0.1292381159462933,1.1418161751500249,-0.23847068376799305,1.2608904610447302,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.7297297297297298,0.2888888888888889,0.5434782608695652,0.2142857142857143,0.5714285714285714,0.7667015306935548,0.4921329645730052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,Flying,80,115,80,65,55,93,False,4.382026634673881,8.94427190999916,0.4240913106155372,1.0990743561002327,0.18915686293467543,-0.23148945923836856,-0.5986969057095612,0.8459936315242916,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.5945945945945947,0.33333333333333337,0.29891304347826086,0.16666666666666669,0.5028571428571429,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,Flying,65,90,65,61,61,100,False,4.174387269895637,8.06225774829855,-0.16194309862554007,0.32760298882497485,-0.28843560538677765,-0.35356107118400354,-0.38256117254462035,1.0880167820778808,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.4594594594594595,0.26666666666666666,0.2771739130434782,0.19523809523809527,0.5428571428571428,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Water,Dark,63,120,85,90,55,55,False,4.143134726391533,7.937253933193772,-0.24008101985768368,1.2533686295552844,0.3483543523751598,0.53145811542185,-0.5986969057095612,-0.46784632862376385,-0.06603955897851335,-0.16490870920841302,0.2440944881889764,0.6216216216216217,0.35555555555555557,0.43478260869565216,0.16666666666666669,0.2857142857142857,0.7476877236801917,0.4634500612448352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
