,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
614,Fire,,70,169,45,15,45,50,False
615,Fire,,105,219,55,30,55,95,False
616,Fire,Psychic,105,109,105,140,105,55,False
617,Grass,,75,165,67,106,67,60,False
618,Bug,Rock,50,144,85,35,35,55,False
619,Bug,Rock,70,174,125,65,75,45,False
620,Dark,Fighting,50,154,70,35,70,48,False
621,Dark,Fighting,65,169,115,45,115,58,False
622,Psychic,Flying,72,137,80,103,80,97,False
623,Ghost,,38,109,85,55,65,30,False
624,Ghost,,58,129,145,95,105,30,False
625,Water,Rock,54,157,103,53,45,22,False
626,Water,Rock,74,187,133,83,65,32,False
627,Rock,Flying,55,191,45,74,45,70,False
628,Rock,Flying,75,219,65,112,65,110,False
629,Poison,,50,129,62,40,62,65,False
630,Poison,,80,174,82,60,82,75,False
631,Dark,,40,144,40,80,40,65,False
632,Dark,,60,184,60,120,60,105,False
633,Normal,,55,129,40,40,40,75,False
634,Normal,,75,174,60,65,60,115,False
635,Psychic,,45,109,50,55,65,45,False
636,Psychic,,60,124,70,75,85,55,False
637,Psychic,,70,134,95,95,110,65,False
638,Psychic,,45,109,40,105,50,20,False
639,Psychic,,65,119,50,125,60,30,False
640,Psychic,,110,144,75,125,85,30,False
641,Water,Flying,62,123,50,44,50,55,False
642,Water,Flying,75,166,63,87,63,98,False
643,Ice,,36,129,50,65,60,44,False
644,Ice,,51,144,65,80,75,59,False
645,Ice,,71,174,85,110,95,79,False
646,Normal,Grass,60,139,50,40,50,75,False
647,Normal,Grass,80,179,70,60,70,95,False
648,Electric,Flying,55,154,60,75,60,103,False
649,Bug,,50,154,45,40,45,60,False
650,Bug,Steel,70,214,105,60,105,20,False
651,Grass,Poison,69,134,45,55,55,15,False
652,Grass,Poison,114,164,70,85,80,30,False
653,Water,Ghost,55,119,50,65,85,40,False
654,Water,Ghost,100,139,70,85,105,60,False
655,Water,,165,154,80,40,45,65,False
656,Bug,Electric,50,126,50,57,50,65,False
657,Bug,Electric,70,156,60,97,60,108,False
658,Grass,Steel,44,129,91,24,86,10,False
659,Grass,Steel,74,173,131,54,116,20,False
660,Steel,,40,134,70,45,60,30,False
661,Steel,,60,159,95,70,85,50,False
662,Steel,,60,179,115,70,85,90,False
663,Electric,,35,134,40,45,40,60,False
664,Electric,,65,164,70,75,70,40,False
665,Electric,,85,194,80,105,80,50,False
666,Psychic,,55,134,55,85,55,30,False
667,Psychic,,75,154,75,125,95,40,False
668,Ghost,Fire,50,109,55,65,55,20,False
669,Ghost,Fire,60,119,60,95,60,55,False
670,Ghost,Fire,60,134,90,145,90,80,False
671,Dragon,,46,166,60,30,40,57,False
672,Dragon,,66,196,70,40,50,67,False
673,Dragon,,76,226,90,60,70,97,False
674,Ice,,55,149,40,60,40,40,False
675,Ice,,95,189,80,70,80,50,False
676,Ice,,70,129,30,95,135,105,False
677,Bug,,50,119,85,40,65,25,False
678,Bug,,80,149,40,100,60,145,False
679,Ground,Electric,109,145,84,81,99,32,False
680,Fighting,,45,164,50,55,50,65,False
681,Fighting,,65,204,60,95,60,105,False
682,Dragon,,77,199,90,60,90,48,False
683,Ground,Ghost,59,153,50,35,50,35,False
684,Ground,Ghost,89,203,80,55,80,55,False
685,Dark,Steel,45,164,70,40,40,60,False
686,Dark,Steel,65,204,100,60,70,70,False
687,Normal,,95,189,95,40,95,55,False
688,Normal,Flying,70,162,50,37,50,60,False
689,Normal,Flying,100,202,75,57,75,80,False
690,Dark,Flying,70,134,75,45,65,60,False
691,Dark,Flying,110,144,105,55,95,80,False
692,Fire,,85,176,66,105,66,65,False
693,Bug,Steel,58,188,112,48,48,109,False
694,Dark,Dragon,52,144,50,45,50,38,False
695,Dark,Dragon,72,164,70,65,70,58,False
696,Dark,Dragon,92,184,90,125,90,98,False
697,Bug,Fire,55,164,55,50,55,60,False
698,Bug,Fire,85,139,65,135,105,100,False
699,Steel,Fighting,91,169,129,90,72,108,True
700,Rock,Fighting,91,208,90,72,90,108,True
701,Grass,Fighting,91,169,72,90,129,108,True
702,Flying,,79,194,70,125,80,111,True
703,Flying,,79,179,80,110,90,121,True
704,Electric,Flying,79,194,70,125,80,111,True
705,Electric,Flying,79,184,70,145,80,101,True
706,Dragon,Fire,100,199,100,150,120,90,True
707,Dragon,Electric,100,229,120,120,100,90,True
708,Ground,Flying,89,204,90,115,80,101,True
709,Ground,Flying,89,224,90,105,80,91,True
710,Dragon,Ice,125,209,90,130,90,95,True
711,Dragon,Ice,125,249,100,120,90,95,True
712,Dragon,Ice,125,199,90,170,100,95,True
713,Water,Fighting,91,151,90,129,90,108,False
714,Water,Fighting,91,151,90,129,90,108,False
715,Normal,Psychic,100,156,77,128,128,90,False
716,Normal,Fighting,100,207,90,77,77,128,False
717,Bug,Steel,71,199,95,120,95,99,False
718,Grass,,56,140,65,48,45,38,False
719,Grass,,61,157,95,56,58,57,False
720,Grass,Fighting,88,186,122,74,75,64,False
721,Fire,,40,124,40,62,60,60,False
722,Fire,,59,138,58,90,70,73,False
723,Fire,Psychic,75,148,72,114,100,104,False
724,Water,,41,135,40,62,44,71,False
725,Water,,54,142,52,83,56,97,False
726,Water,Dark,72,174,67,103,71,122,False
727,Normal,,38,115,38,32,36,57,False
728,Normal,Ground,85,135,77,50,77,78,False
729,Normal,Flying,45,129,43,40,38,62,False
730,Fire,Flying,62,152,55,56,52,84,False
731,Fire,Flying,78,160,71,74,69,126,False
732,Bug,,38,114,40,27,25,35,False
733,Bug,,45,101,60,27,30,29,False
734,Bug,Flying,80,131,50,90,50,89,False
735,Fire,Normal,62,129,58,73,54,72,False
736,Fire,Normal,86,147,72,109,66,106,False
737,Fairy,,44,117,39,61,79,42,False
738,Fairy,,54,124,47,75,98,52,False
739,Fairy,,78,144,68,112,154,75,False
740,Grass,,66,144,48,62,57,52,False
741,Grass,,123,179,62,97,81,68,False
742,Fighting,,67,161,62,46,48,43,False
743,Fighting,Dark,95,203,78,69,71,58,False
744,Normal,,75,159,60,65,90,102,False
745,Psychic,,62,127,54,63,60,68,False
746,Psychic,,74,127,76,83,81,104,False
747,Psychic,,74,127,76,83,81,104,False
748,Steel,Ghost,45,159,100,35,37,28,False
749,Steel,Ghost,59,189,150,45,49,35,False
750,Steel,Ghost,60,229,50,150,50,60,False
751,Steel,Ghost,60,129,150,50,150,60,False
752,Fairy,,78,131,60,63,65,23,False
753,Fairy,,101,151,72,99,89,29,False
754,Fairy,,62,127,66,59,57,49,False
755,Fairy,,82,159,86,85,75,72,False
756,Dark,Psychic,53,133,53,37,46,45,False
757,Dark,Psychic,86,171,88,68,75,73,False
758,Rock,Water,42,131,67,39,56,50,False
759,Rock,Water,72,184,115,54,86,68,False
760,Poison,Water,50,139,60,60,60,30,False
761,Poison,Dragon,65,154,90,97,123,44,False
762,Water,,50,132,62,58,63,44,False
763,Water,,71,152,88,120,89,59,False
764,Electric,Normal,44,117,33,61,43,70,False
765,Electric,Normal,62,134,52,109,94,109,False
766,Rock,Dragon,58,168,77,45,45,48,False
767,Rock,Dragon,82,200,119,69,59,71,False
768,Rock,Ice,77,138,50,67,63,46,False
769,Rock,Ice,123,156,72,99,92,58,False
770,Fairy,,95,144,65,110,130,60,False
771,Fighting,Flying,78,171,75,74,63,118,False
772,Electric,Fairy,67,137,57,81,67,101,False
773,Rock,Fairy,50,129,150,50,150,50,False
774,Dragon,,45,129,35,55,75,40,False
775,Dragon,,68,154,53,83,113,60,False
776,Dragon,,90,179,70,110,150,80,False
777,Steel,Fairy,57,159,91,80,87,75,False
778,Ghost,Grass,43,149,48,50,60,38,False
779,Ghost,Grass,85,189,76,65,82,56,False
780,Ghost,Grass,49,145,70,44,55,51,False
781,Ghost,Grass,44,145,70,44,55,56,False
782,Ghost,Grass,54,145,70,44,55,46,False
783,Ghost,Grass,59,145,70,44,55,41,False
784,Ghost,Grass,65,169,122,58,75,84,False
785,Ghost,Grass,55,164,122,58,75,99,False
786,Ghost,Grass,75,174,122,58,75,69,False
787,Ghost,Grass,85,179,122,58,75,54,False
788,Ice,,55,148,85,32,35,28,False
789,Ice,,95,196,184,44,46,28,False
790,Flying,Dragon,40,109,35,45,40,55,False
791,Flying,Dragon,85,149,80,97,80,123,False
792,Fairy,,126,210,95,131,98,99,True
793,Dark,Flying,126,210,95,131,98,99,True
794,Dragon,Ground,108,179,121,81,95,95,True
795,Rock,Fairy,50,179,150,100,150,50,True
796,Rock,Fairy,50,239,110,160,110,110,True
797,Psychic,Ghost,80,189,60,150,130,70,True
798,Psychic,Dark,80,239,60,170,130,80,True
799,Fire,Water,80,189,120,130,90,70,True
