,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
614,Fire,,70,90,45,87,45,50,False
615,Fire,,105,140,55,102,55,95,False
616,Fire,Psychic,105,30,105,212,105,55,False
617,Grass,,75,86,67,178,67,60,False
618,Bug,Rock,50,65,85,107,35,55,False
619,Bug,Rock,70,95,125,137,75,45,False
620,Dark,Fighting,50,75,70,107,70,48,False
621,Dark,Fighting,65,90,115,117,115,58,False
622,Psychic,Flying,72,58,80,175,80,97,False
623,Ghost,,38,30,85,127,65,30,False
624,Ghost,,58,50,145,167,105,30,False
625,Water,Rock,54,78,103,125,45,22,False
626,Water,Rock,74,108,133,155,65,32,False
627,Rock,Flying,55,112,45,146,45,70,False
628,Rock,Flying,75,140,65,184,65,110,False
629,Poison,,50,50,62,112,62,65,False
630,Poison,,80,95,82,132,82,75,False
631,Dark,,40,65,40,152,40,65,False
632,Dark,,60,105,60,192,60,105,False
633,Normal,,55,50,40,112,40,75,False
634,Normal,,75,95,60,137,60,115,False
635,Psychic,,45,30,50,127,65,45,False
636,Psychic,,60,45,70,147,85,55,False
637,Psychic,,70,55,95,167,110,65,False
638,Psychic,,45,30,40,177,50,20,False
639,Psychic,,65,40,50,197,60,30,False
640,Psychic,,110,65,75,197,85,30,False
641,Water,Flying,62,44,50,116,50,55,False
642,Water,Flying,75,87,63,159,63,98,False
643,Ice,,36,50,50,137,60,44,False
644,Ice,,51,65,65,152,75,59,False
645,Ice,,71,95,85,182,95,79,False
646,Normal,Grass,60,60,50,112,50,75,False
647,Normal,Grass,80,100,70,132,70,95,False
648,Electric,Flying,55,75,60,147,60,103,False
649,Bug,,50,75,45,112,45,60,False
650,Bug,Steel,70,135,105,132,105,20,False
651,Grass,Poison,69,55,45,127,55,15,False
652,Grass,Poison,114,85,70,157,80,30,False
653,Water,Ghost,55,40,50,137,85,40,False
654,Water,Ghost,100,60,70,157,105,60,False
655,Water,,165,75,80,112,45,65,False
656,Bug,Electric,50,47,50,129,50,65,False
657,Bug,Electric,70,77,60,169,60,108,False
658,Grass,Steel,44,50,91,96,86,10,False
659,Grass,Steel,74,94,131,126,116,20,False
660,Steel,,40,55,70,117,60,30,False
661,Steel,,60,80,95,142,85,50,False
662,Steel,,60,100,115,142,85,90,False
663,Electric,,35,55,40,117,40,60,False
664,Electric,,65,85,70,147,70,40,False
665,Electric,,85,115,80,177,80,50,False
666,Psychic,,55,55,55,157,55,30,False
667,Psychic,,75,75,75,197,95,40,False
668,Ghost,Fire,50,30,55,137,55,20,False
669,Ghost,Fire,60,40,60,167,60,55,False
670,Ghost,Fire,60,55,90,217,90,80,False
671,Dragon,,46,87,60,102,40,57,False
672,Dragon,,66,117,70,112,50,67,False
673,Dragon,,76,147,90,132,70,97,False
674,Ice,,55,70,40,132,40,40,False
675,Ice,,95,110,80,142,80,50,False
676,Ice,,70,50,30,167,135,105,False
677,Bug,,50,40,85,112,65,25,False
678,Bug,,80,70,40,172,60,145,False
679,Ground,Electric,109,66,84,153,99,32,False
680,Fighting,,45,85,50,127,50,65,False
681,Fighting,,65,125,60,167,60,105,False
682,Dragon,,77,120,90,132,90,48,False
683,Ground,Ghost,59,74,50,107,50,35,False
684,Ground,Ghost,89,124,80,127,80,55,False
685,Dark,Steel,45,85,70,112,40,60,False
686,Dark,Steel,65,125,100,132,70,70,False
687,Normal,,95,110,95,112,95,55,False
688,Normal,Flying,70,83,50,109,50,60,False
689,Normal,Flying,100,123,75,129,75,80,False
690,Dark,Flying,70,55,75,117,65,60,False
691,Dark,Flying,110,65,105,127,95,80,False
692,Fire,,85,97,66,177,66,65,False
693,Bug,Steel,58,109,112,120,48,109,False
694,Dark,Dragon,52,65,50,117,50,38,False
695,Dark,Dragon,72,85,70,137,70,58,False
696,Dark,Dragon,92,105,90,197,90,98,False
697,Bug,Fire,55,85,55,122,55,60,False
698,Bug,Fire,85,60,65,207,105,100,False
699,Steel,Fighting,91,90,129,162,72,108,True
700,Rock,Fighting,91,129,90,144,90,108,True
701,Grass,Fighting,91,90,72,162,129,108,True
702,Flying,,79,115,70,197,80,111,True
703,Flying,,79,100,80,182,90,121,True
704,Electric,Flying,79,115,70,197,80,111,True
705,Electric,Flying,79,105,70,217,80,101,True
706,Dragon,Fire,100,120,100,222,120,90,True
707,Dragon,Electric,100,150,120,192,100,90,True
708,Ground,Flying,89,125,90,187,80,101,True
709,Ground,Flying,89,145,90,177,80,91,True
710,Dragon,Ice,125,130,90,202,90,95,True
711,Dragon,Ice,125,170,100,192,90,95,True
712,Dragon,Ice,125,120,90,242,100,95,True
713,Water,Fighting,91,72,90,201,90,108,False
714,Water,Fighting,91,72,90,201,90,108,False
715,Normal,Psychic,100,77,77,200,128,90,False
716,Normal,Fighting,100,128,90,149,77,128,False
717,Bug,Steel,71,120,95,192,95,99,False
718,Grass,,56,61,65,120,45,38,False
719,Grass,,61,78,95,128,58,57,False
720,Grass,Fighting,88,107,122,146,75,64,False
721,Fire,,40,45,40,134,60,60,False
722,Fire,,59,59,58,162,70,73,False
723,Fire,Psychic,75,69,72,186,100,104,False
724,Water,,41,56,40,134,44,71,False
725,Water,,54,63,52,155,56,97,False
726,Water,Dark,72,95,67,175,71,122,False
727,Normal,,38,36,38,104,36,57,False
728,Normal,Ground,85,56,77,122,77,78,False
729,Normal,Flying,45,50,43,112,38,62,False
730,Fire,Flying,62,73,55,128,52,84,False
731,Fire,Flying,78,81,71,146,69,126,False
732,Bug,,38,35,40,99,25,35,False
733,Bug,,45,22,60,99,30,29,False
734,Bug,Flying,80,52,50,162,50,89,False
735,Fire,Normal,62,50,58,145,54,72,False
736,Fire,Normal,86,68,72,181,66,106,False
737,Fairy,,44,38,39,133,79,42,False
738,Fairy,,54,45,47,147,98,52,False
739,Fairy,,78,65,68,184,154,75,False
740,Grass,,66,65,48,134,57,52,False
741,Grass,,123,100,62,169,81,68,False
742,Fighting,,67,82,62,118,48,43,False
743,Fighting,Dark,95,124,78,141,71,58,False
744,Normal,,75,80,60,137,90,102,False
745,Psychic,,62,48,54,135,60,68,False
746,Psychic,,74,48,76,155,81,104,False
747,Psychic,,74,48,76,155,81,104,False
748,Steel,Ghost,45,80,100,107,37,28,False
749,Steel,Ghost,59,110,150,117,49,35,False
750,Steel,Ghost,60,150,50,222,50,60,False
751,Steel,Ghost,60,50,150,122,150,60,False
752,Fairy,,78,52,60,135,65,23,False
753,Fairy,,101,72,72,171,89,29,False
754,Fairy,,62,48,66,131,57,49,False
755,Fairy,,82,80,86,157,75,72,False
756,Dark,Psychic,53,54,53,109,46,45,False
757,Dark,Psychic,86,92,88,140,75,73,False
758,Rock,Water,42,52,67,111,56,50,False
759,Rock,Water,72,105,115,126,86,68,False
760,Poison,Water,50,60,60,132,60,30,False
761,Poison,Dragon,65,75,90,169,123,44,False
762,Water,,50,53,62,130,63,44,False
763,Water,,71,73,88,192,89,59,False
764,Electric,Normal,44,38,33,133,43,70,False
765,Electric,Normal,62,55,52,181,94,109,False
766,Rock,Dragon,58,89,77,117,45,48,False
767,Rock,Dragon,82,121,119,141,59,71,False
768,Rock,Ice,77,59,50,139,63,46,False
769,Rock,Ice,123,77,72,171,92,58,False
770,Fairy,,95,65,65,182,130,60,False
771,Fighting,Flying,78,92,75,146,63,118,False
772,Electric,Fairy,67,58,57,153,67,101,False
773,Rock,Fairy,50,50,150,122,150,50,False
774,Dragon,,45,50,35,127,75,40,False
775,Dragon,,68,75,53,155,113,60,False
776,Dragon,,90,100,70,182,150,80,False
777,Steel,Fairy,57,80,91,152,87,75,False
778,Ghost,Grass,43,70,48,122,60,38,False
779,Ghost,Grass,85,110,76,137,82,56,False
780,Ghost,Grass,49,66,70,116,55,51,False
781,Ghost,Grass,44,66,70,116,55,56,False
782,Ghost,Grass,54,66,70,116,55,46,False
783,Ghost,Grass,59,66,70,116,55,41,False
784,Ghost,Grass,65,90,122,130,75,84,False
785,Ghost,Grass,55,85,122,130,75,99,False
786,Ghost,Grass,75,95,122,130,75,69,False
787,Ghost,Grass,85,100,122,130,75,54,False
788,Ice,,55,69,85,104,35,28,False
789,Ice,,95,117,184,116,46,28,False
790,Flying,Dragon,40,30,35,117,40,55,False
791,Flying,Dragon,85,70,80,169,80,123,False
792,Fairy,,126,131,95,203,98,99,True
793,Dark,Flying,126,131,95,203,98,99,True
794,Dragon,Ground,108,100,121,153,95,95,True
795,Rock,Fairy,50,100,150,172,150,50,True
796,Rock,Fairy,50,160,110,232,110,110,True
797,Psychic,Ghost,80,110,60,222,130,70,True
798,Psychic,Dark,80,160,60,242,130,80,True
799,Fire,Water,80,110,120,202,90,70,True
