,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
614,Fire,,70,90,45,15,45,118,False
615,Fire,,105,140,55,30,55,163,False
616,Fire,Psychic,105,30,105,140,105,123,False
617,Grass,,75,86,67,106,67,128,False
618,Bug,Rock,50,65,85,35,35,123,False
619,Bug,Rock,70,95,125,65,75,113,False
620,Dark,Fighting,50,75,70,35,70,116,False
621,Dark,Fighting,65,90,115,45,115,126,False
622,Psychic,Flying,72,58,80,103,80,165,False
623,Ghost,,38,30,85,55,65,98,False
624,Ghost,,58,50,145,95,105,98,False
625,Water,Rock,54,78,103,53,45,90,False
626,Water,Rock,74,108,133,83,65,100,False
627,Rock,Flying,55,112,45,74,45,138,False
628,Rock,Flying,75,140,65,112,65,178,False
629,Poison,,50,50,62,40,62,133,False
630,Poison,,80,95,82,60,82,143,False
631,Dark,,40,65,40,80,40,133,False
632,Dark,,60,105,60,120,60,173,False
633,Normal,,55,50,40,40,40,143,False
634,Normal,,75,95,60,65,60,183,False
635,Psychic,,45,30,50,55,65,113,False
636,Psychic,,60,45,70,75,85,123,False
637,Psychic,,70,55,95,95,110,133,False
638,Psychic,,45,30,40,105,50,88,False
639,Psychic,,65,40,50,125,60,98,False
640,Psychic,,110,65,75,125,85,98,False
641,Water,Flying,62,44,50,44,50,123,False
642,Water,Flying,75,87,63,87,63,166,False
643,Ice,,36,50,50,65,60,112,False
644,Ice,,51,65,65,80,75,127,False
645,Ice,,71,95,85,110,95,147,False
646,Normal,Grass,60,60,50,40,50,143,False
647,Normal,Grass,80,100,70,60,70,163,False
648,Electric,Flying,55,75,60,75,60,171,False
649,Bug,,50,75,45,40,45,128,False
650,Bug,Steel,70,135,105,60,105,88,False
651,Grass,Poison,69,55,45,55,55,83,False
652,Grass,Poison,114,85,70,85,80,98,False
653,Water,Ghost,55,40,50,65,85,108,False
654,Water,Ghost,100,60,70,85,105,128,False
655,Water,,165,75,80,40,45,133,False
656,Bug,Electric,50,47,50,57,50,133,False
657,Bug,Electric,70,77,60,97,60,176,False
658,Grass,Steel,44,50,91,24,86,78,False
659,Grass,Steel,74,94,131,54,116,88,False
660,Steel,,40,55,70,45,60,98,False
661,Steel,,60,80,95,70,85,118,False
662,Steel,,60,100,115,70,85,158,False
663,Electric,,35,55,40,45,40,128,False
664,Electric,,65,85,70,75,70,108,False
665,Electric,,85,115,80,105,80,118,False
666,Psychic,,55,55,55,85,55,98,False
667,Psychic,,75,75,75,125,95,108,False
668,Ghost,Fire,50,30,55,65,55,88,False
669,Ghost,Fire,60,40,60,95,60,123,False
670,Ghost,Fire,60,55,90,145,90,148,False
671,Dragon,,46,87,60,30,40,125,False
672,Dragon,,66,117,70,40,50,135,False
673,Dragon,,76,147,90,60,70,165,False
674,Ice,,55,70,40,60,40,108,False
675,Ice,,95,110,80,70,80,118,False
676,Ice,,70,50,30,95,135,173,False
677,Bug,,50,40,85,40,65,93,False
678,Bug,,80,70,40,100,60,213,False
679,Ground,Electric,109,66,84,81,99,100,False
680,Fighting,,45,85,50,55,50,133,False
681,Fighting,,65,125,60,95,60,173,False
682,Dragon,,77,120,90,60,90,116,False
683,Ground,Ghost,59,74,50,35,50,103,False
684,Ground,Ghost,89,124,80,55,80,123,False
685,Dark,Steel,45,85,70,40,40,128,False
686,Dark,Steel,65,125,100,60,70,138,False
687,Normal,,95,110,95,40,95,123,False
688,Normal,Flying,70,83,50,37,50,128,False
689,Normal,Flying,100,123,75,57,75,148,False
690,Dark,Flying,70,55,75,45,65,128,False
691,Dark,Flying,110,65,105,55,95,148,False
692,Fire,,85,97,66,105,66,133,False
693,Bug,Steel,58,109,112,48,48,177,False
694,Dark,Dragon,52,65,50,45,50,106,False
695,Dark,Dragon,72,85,70,65,70,126,False
696,Dark,Dragon,92,105,90,125,90,166,False
697,Bug,Fire,55,85,55,50,55,128,False
698,Bug,Fire,85,60,65,135,105,168,False
699,Steel,Fighting,91,90,129,90,72,176,True
700,Rock,Fighting,91,129,90,72,90,176,True
701,Grass,Fighting,91,90,72,90,129,176,True
702,Flying,,79,115,70,125,80,179,True
703,Flying,,79,100,80,110,90,189,True
704,Electric,Flying,79,115,70,125,80,179,True
705,Electric,Flying,79,105,70,145,80,169,True
706,Dragon,Fire,100,120,100,150,120,158,True
707,Dragon,Electric,100,150,120,120,100,158,True
708,Ground,Flying,89,125,90,115,80,169,True
709,Ground,Flying,89,145,90,105,80,159,True
710,Dragon,Ice,125,130,90,130,90,163,True
711,Dragon,Ice,125,170,100,120,90,163,True
712,Dragon,Ice,125,120,90,170,100,163,True
713,Water,Fighting,91,72,90,129,90,176,False
714,Water,Fighting,91,72,90,129,90,176,False
715,Normal,Psychic,100,77,77,128,128,158,False
716,Normal,Fighting,100,128,90,77,77,196,False
717,Bug,Steel,71,120,95,120,95,167,False
718,Grass,,56,61,65,48,45,106,False
719,Grass,,61,78,95,56,58,125,False
720,Grass,Fighting,88,107,122,74,75,132,False
721,Fire,,40,45,40,62,60,128,False
722,Fire,,59,59,58,90,70,141,False
723,Fire,Psychic,75,69,72,114,100,172,False
724,Water,,41,56,40,62,44,139,False
725,Water,,54,63,52,83,56,165,False
726,Water,Dark,72,95,67,103,71,190,False
727,Normal,,38,36,38,32,36,125,False
728,Normal,Ground,85,56,77,50,77,146,False
729,Normal,Flying,45,50,43,40,38,130,False
730,Fire,Flying,62,73,55,56,52,152,False
731,Fire,Flying,78,81,71,74,69,194,False
732,Bug,,38,35,40,27,25,103,False
733,Bug,,45,22,60,27,30,97,False
734,Bug,Flying,80,52,50,90,50,157,False
735,Fire,Normal,62,50,58,73,54,140,False
736,Fire,Normal,86,68,72,109,66,174,False
737,Fairy,,44,38,39,61,79,110,False
738,Fairy,,54,45,47,75,98,120,False
739,Fairy,,78,65,68,112,154,143,False
740,Grass,,66,65,48,62,57,120,False
741,Grass,,123,100,62,97,81,136,False
742,Fighting,,67,82,62,46,48,111,False
743,Fighting,Dark,95,124,78,69,71,126,False
744,Normal,,75,80,60,65,90,170,False
745,Psychic,,62,48,54,63,60,136,False
746,Psychic,,74,48,76,83,81,172,False
747,Psychic,,74,48,76,83,81,172,False
748,Steel,Ghost,45,80,100,35,37,96,False
749,Steel,Ghost,59,110,150,45,49,103,False
750,Steel,Ghost,60,150,50,150,50,128,False
751,Steel,Ghost,60,50,150,50,150,128,False
752,Fairy,,78,52,60,63,65,91,False
753,Fairy,,101,72,72,99,89,97,False
754,Fairy,,62,48,66,59,57,117,False
755,Fairy,,82,80,86,85,75,140,False
756,Dark,Psychic,53,54,53,37,46,113,False
757,Dark,Psychic,86,92,88,68,75,141,False
758,Rock,Water,42,52,67,39,56,118,False
759,Rock,Water,72,105,115,54,86,136,False
760,Poison,Water,50,60,60,60,60,98,False
761,Poison,Dragon,65,75,90,97,123,112,False
762,Water,,50,53,62,58,63,112,False
763,Water,,71,73,88,120,89,127,False
764,Electric,Normal,44,38,33,61,43,138,False
765,Electric,Normal,62,55,52,109,94,177,False
766,Rock,Dragon,58,89,77,45,45,116,False
767,Rock,Dragon,82,121,119,69,59,139,False
768,Rock,Ice,77,59,50,67,63,114,False
769,Rock,Ice,123,77,72,99,92,126,False
770,Fairy,,95,65,65,110,130,128,False
771,Fighting,Flying,78,92,75,74,63,186,False
772,Electric,Fairy,67,58,57,81,67,169,False
773,Rock,Fairy,50,50,150,50,150,118,False
774,Dragon,,45,50,35,55,75,108,False
775,Dragon,,68,75,53,83,113,128,False
776,Dragon,,90,100,70,110,150,148,False
777,Steel,Fairy,57,80,91,80,87,143,False
778,Ghost,Grass,43,70,48,50,60,106,False
779,Ghost,Grass,85,110,76,65,82,124,False
780,Ghost,Grass,49,66,70,44,55,119,False
781,Ghost,Grass,44,66,70,44,55,124,False
782,Ghost,Grass,54,66,70,44,55,114,False
783,Ghost,Grass,59,66,70,44,55,109,False
784,Ghost,Grass,65,90,122,58,75,152,False
785,Ghost,Grass,55,85,122,58,75,167,False
786,Ghost,Grass,75,95,122,58,75,137,False
787,Ghost,Grass,85,100,122,58,75,122,False
788,Ice,,55,69,85,32,35,96,False
789,Ice,,95,117,184,44,46,96,False
790,Flying,Dragon,40,30,35,45,40,123,False
791,Flying,Dragon,85,70,80,97,80,191,False
792,Fairy,,126,131,95,131,98,167,True
793,Dark,Flying,126,131,95,131,98,167,True
794,Dragon,Ground,108,100,121,81,95,163,True
795,Rock,Fairy,50,100,150,100,150,118,True
796,Rock,Fairy,50,160,110,160,110,178,True
797,Psychic,Ghost,80,110,60,150,130,138,True
798,Psychic,Dark,80,160,60,170,130,148,True
799,Fire,Water,80,110,120,130,90,138,True
