,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
614,Fire,,70,90,118,15,45,50,False
615,Fire,,105,140,128,30,55,95,False
616,Fire,Psychic,105,30,178,140,105,55,False
617,Grass,,75,86,140,106,67,60,False
618,Bug,Rock,50,65,158,35,35,55,False
619,Bug,Rock,70,95,198,65,75,45,False
620,Dark,Fighting,50,75,143,35,70,48,False
621,Dark,Fighting,65,90,188,45,115,58,False
622,Psychic,Flying,72,58,153,103,80,97,False
623,Ghost,,38,30,158,55,65,30,False
624,Ghost,,58,50,218,95,105,30,False
625,Water,Rock,54,78,176,53,45,22,False
626,Water,Rock,74,108,206,83,65,32,False
627,Rock,Flying,55,112,118,74,45,70,False
628,Rock,Flying,75,140,138,112,65,110,False
629,Poison,,50,50,135,40,62,65,False
630,Poison,,80,95,155,60,82,75,False
631,Dark,,40,65,113,80,40,65,False
632,Dark,,60,105,133,120,60,105,False
633,Normal,,55,50,113,40,40,75,False
634,Normal,,75,95,133,65,60,115,False
635,Psychic,,45,30,123,55,65,45,False
636,Psychic,,60,45,143,75,85,55,False
637,Psychic,,70,55,168,95,110,65,False
638,Psychic,,45,30,113,105,50,20,False
639,Psychic,,65,40,123,125,60,30,False
640,Psychic,,110,65,148,125,85,30,False
641,Water,Flying,62,44,123,44,50,55,False
642,Water,Flying,75,87,136,87,63,98,False
643,Ice,,36,50,123,65,60,44,False
644,Ice,,51,65,138,80,75,59,False
645,Ice,,71,95,158,110,95,79,False
646,Normal,Grass,60,60,123,40,50,75,False
647,Normal,Grass,80,100,143,60,70,95,False
648,Electric,Flying,55,75,133,75,60,103,False
649,Bug,,50,75,118,40,45,60,False
650,Bug,Steel,70,135,178,60,105,20,False
651,Grass,Poison,69,55,118,55,55,15,False
652,Grass,Poison,114,85,143,85,80,30,False
653,Water,Ghost,55,40,123,65,85,40,False
654,Water,Ghost,100,60,143,85,105,60,False
655,Water,,165,75,153,40,45,65,False
656,Bug,Electric,50,47,123,57,50,65,False
657,Bug,Electric,70,77,133,97,60,108,False
658,Grass,Steel,44,50,164,24,86,10,False
659,Grass,Steel,74,94,204,54,116,20,False
660,Steel,,40,55,143,45,60,30,False
661,Steel,,60,80,168,70,85,50,False
662,Steel,,60,100,188,70,85,90,False
663,Electric,,35,55,113,45,40,60,False
664,Electric,,65,85,143,75,70,40,False
665,Electric,,85,115,153,105,80,50,False
666,Psychic,,55,55,128,85,55,30,False
667,Psychic,,75,75,148,125,95,40,False
668,Ghost,Fire,50,30,128,65,55,20,False
669,Ghost,Fire,60,40,133,95,60,55,False
670,Ghost,Fire,60,55,163,145,90,80,False
671,Dragon,,46,87,133,30,40,57,False
672,Dragon,,66,117,143,40,50,67,False
673,Dragon,,76,147,163,60,70,97,False
674,Ice,,55,70,113,60,40,40,False
675,Ice,,95,110,153,70,80,50,False
676,Ice,,70,50,103,95,135,105,False
677,Bug,,50,40,158,40,65,25,False
678,Bug,,80,70,113,100,60,145,False
679,Ground,Electric,109,66,157,81,99,32,False
680,Fighting,,45,85,123,55,50,65,False
681,Fighting,,65,125,133,95,60,105,False
682,Dragon,,77,120,163,60,90,48,False
683,Ground,Ghost,59,74,123,35,50,35,False
684,Ground,Ghost,89,124,153,55,80,55,False
685,Dark,Steel,45,85,143,40,40,60,False
686,Dark,Steel,65,125,173,60,70,70,False
687,Normal,,95,110,168,40,95,55,False
688,Normal,Flying,70,83,123,37,50,60,False
689,Normal,Flying,100,123,148,57,75,80,False
690,Dark,Flying,70,55,148,45,65,60,False
691,Dark,Flying,110,65,178,55,95,80,False
692,Fire,,85,97,139,105,66,65,False
693,Bug,Steel,58,109,185,48,48,109,False
694,Dark,Dragon,52,65,123,45,50,38,False
695,Dark,Dragon,72,85,143,65,70,58,False
696,Dark,Dragon,92,105,163,125,90,98,False
697,Bug,Fire,55,85,128,50,55,60,False
698,Bug,Fire,85,60,138,135,105,100,False
699,Steel,Fighting,91,90,202,90,72,108,True
700,Rock,Fighting,91,129,163,72,90,108,True
701,Grass,Fighting,91,90,145,90,129,108,True
702,Flying,,79,115,143,125,80,111,True
703,Flying,,79,100,153,110,90,121,True
704,Electric,Flying,79,115,143,125,80,111,True
705,Electric,Flying,79,105,143,145,80,101,True
706,Dragon,Fire,100,120,173,150,120,90,True
707,Dragon,Electric,100,150,193,120,100,90,True
708,Ground,Flying,89,125,163,115,80,101,True
709,Ground,Flying,89,145,163,105,80,91,True
710,Dragon,Ice,125,130,163,130,90,95,True
711,Dragon,Ice,125,170,173,120,90,95,True
712,Dragon,Ice,125,120,163,170,100,95,True
713,Water,Fighting,91,72,163,129,90,108,False
714,Water,Fighting,91,72,163,129,90,108,False
715,Normal,Psychic,100,77,150,128,128,90,False
716,Normal,Fighting,100,128,163,77,77,128,False
717,Bug,Steel,71,120,168,120,95,99,False
718,Grass,,56,61,138,48,45,38,False
719,Grass,,61,78,168,56,58,57,False
720,Grass,Fighting,88,107,195,74,75,64,False
721,Fire,,40,45,113,62,60,60,False
722,Fire,,59,59,131,90,70,73,False
723,Fire,Psychic,75,69,145,114,100,104,False
724,Water,,41,56,113,62,44,71,False
725,Water,,54,63,125,83,56,97,False
726,Water,Dark,72,95,140,103,71,122,False
727,Normal,,38,36,111,32,36,57,False
728,Normal,Ground,85,56,150,50,77,78,False
729,Normal,Flying,45,50,116,40,38,62,False
730,Fire,Flying,62,73,128,56,52,84,False
731,Fire,Flying,78,81,144,74,69,126,False
732,Bug,,38,35,113,27,25,35,False
733,Bug,,45,22,133,27,30,29,False
734,Bug,Flying,80,52,123,90,50,89,False
735,Fire,Normal,62,50,131,73,54,72,False
736,Fire,Normal,86,68,145,109,66,106,False
737,Fairy,,44,38,112,61,79,42,False
738,Fairy,,54,45,120,75,98,52,False
739,Fairy,,78,65,141,112,154,75,False
740,Grass,,66,65,121,62,57,52,False
741,Grass,,123,100,135,97,81,68,False
742,Fighting,,67,82,135,46,48,43,False
743,Fighting,Dark,95,124,151,69,71,58,False
744,Normal,,75,80,133,65,90,102,False
745,Psychic,,62,48,127,63,60,68,False
746,Psychic,,74,48,149,83,81,104,False
747,Psychic,,74,48,149,83,81,104,False
748,Steel,Ghost,45,80,173,35,37,28,False
749,Steel,Ghost,59,110,223,45,49,35,False
750,Steel,Ghost,60,150,123,150,50,60,False
751,Steel,Ghost,60,50,223,50,150,60,False
752,Fairy,,78,52,133,63,65,23,False
753,Fairy,,101,72,145,99,89,29,False
754,Fairy,,62,48,139,59,57,49,False
755,Fairy,,82,80,159,85,75,72,False
756,Dark,Psychic,53,54,126,37,46,45,False
757,Dark,Psychic,86,92,161,68,75,73,False
758,Rock,Water,42,52,140,39,56,50,False
759,Rock,Water,72,105,188,54,86,68,False
760,Poison,Water,50,60,133,60,60,30,False
761,Poison,Dragon,65,75,163,97,123,44,False
762,Water,,50,53,135,58,63,44,False
763,Water,,71,73,161,120,89,59,False
764,Electric,Normal,44,38,106,61,43,70,False
765,Electric,Normal,62,55,125,109,94,109,False
766,Rock,Dragon,58,89,150,45,45,48,False
767,Rock,Dragon,82,121,192,69,59,71,False
768,Rock,Ice,77,59,123,67,63,46,False
769,Rock,Ice,123,77,145,99,92,58,False
770,Fairy,,95,65,138,110,130,60,False
771,Fighting,Flying,78,92,148,74,63,118,False
772,Electric,Fairy,67,58,130,81,67,101,False
773,Rock,Fairy,50,50,223,50,150,50,False
774,Dragon,,45,50,108,55,75,40,False
775,Dragon,,68,75,126,83,113,60,False
776,Dragon,,90,100,143,110,150,80,False
777,Steel,Fairy,57,80,164,80,87,75,False
778,Ghost,Grass,43,70,121,50,60,38,False
779,Ghost,Grass,85,110,149,65,82,56,False
780,Ghost,Grass,49,66,143,44,55,51,False
781,Ghost,Grass,44,66,143,44,55,56,False
782,Ghost,Grass,54,66,143,44,55,46,False
783,Ghost,Grass,59,66,143,44,55,41,False
784,Ghost,Grass,65,90,195,58,75,84,False
785,Ghost,Grass,55,85,195,58,75,99,False
786,Ghost,Grass,75,95,195,58,75,69,False
787,Ghost,Grass,85,100,195,58,75,54,False
788,Ice,,55,69,158,32,35,28,False
789,Ice,,95,117,257,44,46,28,False
790,Flying,Dragon,40,30,108,45,40,55,False
791,Flying,Dragon,85,70,153,97,80,123,False
792,Fairy,,126,131,168,131,98,99,True
793,Dark,Flying,126,131,168,131,98,99,True
794,Dragon,Ground,108,100,194,81,95,95,True
795,Rock,Fairy,50,100,223,100,150,50,True
796,Rock,Fairy,50,160,183,160,110,110,True
797,Psychic,Ghost,80,110,133,150,130,70,True
798,Psychic,Dark,80,160,133,170,130,80,True
799,Fire,Water,80,110,193,130,90,70,True
