,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
614,Fire,,70,90,45,15,116,50,False
615,Fire,,105,140,55,30,126,95,False
616,Fire,Psychic,105,30,105,140,176,55,False
617,Grass,,75,86,67,106,138,60,False
618,Bug,Rock,50,65,85,35,106,55,False
619,Bug,Rock,70,95,125,65,146,45,False
620,Dark,Fighting,50,75,70,35,141,48,False
621,Dark,Fighting,65,90,115,45,186,58,False
622,Psychic,Flying,72,58,80,103,151,97,False
623,Ghost,,38,30,85,55,136,30,False
624,Ghost,,58,50,145,95,176,30,False
625,Water,Rock,54,78,103,53,116,22,False
626,Water,Rock,74,108,133,83,136,32,False
627,Rock,Flying,55,112,45,74,116,70,False
628,Rock,Flying,75,140,65,112,136,110,False
629,Poison,,50,50,62,40,133,65,False
630,Poison,,80,95,82,60,153,75,False
631,Dark,,40,65,40,80,111,65,False
632,Dark,,60,105,60,120,131,105,False
633,Normal,,55,50,40,40,111,75,False
634,Normal,,75,95,60,65,131,115,False
635,Psychic,,45,30,50,55,136,45,False
636,Psychic,,60,45,70,75,156,55,False
637,Psychic,,70,55,95,95,181,65,False
638,Psychic,,45,30,40,105,121,20,False
639,Psychic,,65,40,50,125,131,30,False
640,Psychic,,110,65,75,125,156,30,False
641,Water,Flying,62,44,50,44,121,55,False
642,Water,Flying,75,87,63,87,134,98,False
643,Ice,,36,50,50,65,131,44,False
644,Ice,,51,65,65,80,146,59,False
645,Ice,,71,95,85,110,166,79,False
646,Normal,Grass,60,60,50,40,121,75,False
647,Normal,Grass,80,100,70,60,141,95,False
648,Electric,Flying,55,75,60,75,131,103,False
649,Bug,,50,75,45,40,116,60,False
650,Bug,Steel,70,135,105,60,176,20,False
651,Grass,Poison,69,55,45,55,126,15,False
652,Grass,Poison,114,85,70,85,151,30,False
653,Water,Ghost,55,40,50,65,156,40,False
654,Water,Ghost,100,60,70,85,176,60,False
655,Water,,165,75,80,40,116,65,False
656,Bug,Electric,50,47,50,57,121,65,False
657,Bug,Electric,70,77,60,97,131,108,False
658,Grass,Steel,44,50,91,24,157,10,False
659,Grass,Steel,74,94,131,54,187,20,False
660,Steel,,40,55,70,45,131,30,False
661,Steel,,60,80,95,70,156,50,False
662,Steel,,60,100,115,70,156,90,False
663,Electric,,35,55,40,45,111,60,False
664,Electric,,65,85,70,75,141,40,False
665,Electric,,85,115,80,105,151,50,False
666,Psychic,,55,55,55,85,126,30,False
667,Psychic,,75,75,75,125,166,40,False
668,Ghost,Fire,50,30,55,65,126,20,False
669,Ghost,Fire,60,40,60,95,131,55,False
670,Ghost,Fire,60,55,90,145,161,80,False
671,Dragon,,46,87,60,30,111,57,False
672,Dragon,,66,117,70,40,121,67,False
673,Dragon,,76,147,90,60,141,97,False
674,Ice,,55,70,40,60,111,40,False
675,Ice,,95,110,80,70,151,50,False
676,Ice,,70,50,30,95,206,105,False
677,Bug,,50,40,85,40,136,25,False
678,Bug,,80,70,40,100,131,145,False
679,Ground,Electric,109,66,84,81,170,32,False
680,Fighting,,45,85,50,55,121,65,False
681,Fighting,,65,125,60,95,131,105,False
682,Dragon,,77,120,90,60,161,48,False
683,Ground,Ghost,59,74,50,35,121,35,False
684,Ground,Ghost,89,124,80,55,151,55,False
685,Dark,Steel,45,85,70,40,111,60,False
686,Dark,Steel,65,125,100,60,141,70,False
687,Normal,,95,110,95,40,166,55,False
688,Normal,Flying,70,83,50,37,121,60,False
689,Normal,Flying,100,123,75,57,146,80,False
690,Dark,Flying,70,55,75,45,136,60,False
691,Dark,Flying,110,65,105,55,166,80,False
692,Fire,,85,97,66,105,137,65,False
693,Bug,Steel,58,109,112,48,119,109,False
694,Dark,Dragon,52,65,50,45,121,38,False
695,Dark,Dragon,72,85,70,65,141,58,False
696,Dark,Dragon,92,105,90,125,161,98,False
697,Bug,Fire,55,85,55,50,126,60,False
698,Bug,Fire,85,60,65,135,176,100,False
699,Steel,Fighting,91,90,129,90,143,108,True
700,Rock,Fighting,91,129,90,72,161,108,True
701,Grass,Fighting,91,90,72,90,200,108,True
702,Flying,,79,115,70,125,151,111,True
703,Flying,,79,100,80,110,161,121,True
704,Electric,Flying,79,115,70,125,151,111,True
705,Electric,Flying,79,105,70,145,151,101,True
706,Dragon,Fire,100,120,100,150,191,90,True
707,Dragon,Electric,100,150,120,120,171,90,True
708,Ground,Flying,89,125,90,115,151,101,True
709,Ground,Flying,89,145,90,105,151,91,True
710,Dragon,Ice,125,130,90,130,161,95,True
711,Dragon,Ice,125,170,100,120,161,95,True
712,Dragon,Ice,125,120,90,170,171,95,True
713,Water,Fighting,91,72,90,129,161,108,False
714,Water,Fighting,91,72,90,129,161,108,False
715,Normal,Psychic,100,77,77,128,199,90,False
716,Normal,Fighting,100,128,90,77,148,128,False
717,Bug,Steel,71,120,95,120,166,99,False
718,Grass,,56,61,65,48,116,38,False
719,Grass,,61,78,95,56,129,57,False
720,Grass,Fighting,88,107,122,74,146,64,False
721,Fire,,40,45,40,62,131,60,False
722,Fire,,59,59,58,90,141,73,False
723,Fire,Psychic,75,69,72,114,171,104,False
724,Water,,41,56,40,62,115,71,False
725,Water,,54,63,52,83,127,97,False
726,Water,Dark,72,95,67,103,142,122,False
727,Normal,,38,36,38,32,107,57,False
728,Normal,Ground,85,56,77,50,148,78,False
729,Normal,Flying,45,50,43,40,109,62,False
730,Fire,Flying,62,73,55,56,123,84,False
731,Fire,Flying,78,81,71,74,140,126,False
732,Bug,,38,35,40,27,96,35,False
733,Bug,,45,22,60,27,101,29,False
734,Bug,Flying,80,52,50,90,121,89,False
735,Fire,Normal,62,50,58,73,125,72,False
736,Fire,Normal,86,68,72,109,137,106,False
737,Fairy,,44,38,39,61,150,42,False
738,Fairy,,54,45,47,75,169,52,False
739,Fairy,,78,65,68,112,225,75,False
740,Grass,,66,65,48,62,128,52,False
741,Grass,,123,100,62,97,152,68,False
742,Fighting,,67,82,62,46,119,43,False
743,Fighting,Dark,95,124,78,69,142,58,False
744,Normal,,75,80,60,65,161,102,False
745,Psychic,,62,48,54,63,131,68,False
746,Psychic,,74,48,76,83,152,104,False
747,Psychic,,74,48,76,83,152,104,False
748,Steel,Ghost,45,80,100,35,108,28,False
749,Steel,Ghost,59,110,150,45,120,35,False
750,Steel,Ghost,60,150,50,150,121,60,False
751,Steel,Ghost,60,50,150,50,221,60,False
752,Fairy,,78,52,60,63,136,23,False
753,Fairy,,101,72,72,99,160,29,False
754,Fairy,,62,48,66,59,128,49,False
755,Fairy,,82,80,86,85,146,72,False
756,Dark,Psychic,53,54,53,37,117,45,False
757,Dark,Psychic,86,92,88,68,146,73,False
758,Rock,Water,42,52,67,39,127,50,False
759,Rock,Water,72,105,115,54,157,68,False
760,Poison,Water,50,60,60,60,131,30,False
761,Poison,Dragon,65,75,90,97,194,44,False
762,Water,,50,53,62,58,134,44,False
763,Water,,71,73,88,120,160,59,False
764,Electric,Normal,44,38,33,61,114,70,False
765,Electric,Normal,62,55,52,109,165,109,False
766,Rock,Dragon,58,89,77,45,116,48,False
767,Rock,Dragon,82,121,119,69,130,71,False
768,Rock,Ice,77,59,50,67,134,46,False
769,Rock,Ice,123,77,72,99,163,58,False
770,Fairy,,95,65,65,110,201,60,False
771,Fighting,Flying,78,92,75,74,134,118,False
772,Electric,Fairy,67,58,57,81,138,101,False
773,Rock,Fairy,50,50,150,50,221,50,False
774,Dragon,,45,50,35,55,146,40,False
775,Dragon,,68,75,53,83,184,60,False
776,Dragon,,90,100,70,110,221,80,False
777,Steel,Fairy,57,80,91,80,158,75,False
778,Ghost,Grass,43,70,48,50,131,38,False
779,Ghost,Grass,85,110,76,65,153,56,False
780,Ghost,Grass,49,66,70,44,126,51,False
781,Ghost,Grass,44,66,70,44,126,56,False
782,Ghost,Grass,54,66,70,44,126,46,False
783,Ghost,Grass,59,66,70,44,126,41,False
784,Ghost,Grass,65,90,122,58,146,84,False
785,Ghost,Grass,55,85,122,58,146,99,False
786,Ghost,Grass,75,95,122,58,146,69,False
787,Ghost,Grass,85,100,122,58,146,54,False
788,Ice,,55,69,85,32,106,28,False
789,Ice,,95,117,184,44,117,28,False
790,Flying,Dragon,40,30,35,45,111,55,False
791,Flying,Dragon,85,70,80,97,151,123,False
792,Fairy,,126,131,95,131,169,99,True
793,Dark,Flying,126,131,95,131,169,99,True
794,Dragon,Ground,108,100,121,81,166,95,True
795,Rock,Fairy,50,100,150,100,221,50,True
796,Rock,Fairy,50,160,110,160,181,110,True
797,Psychic,Ghost,80,110,60,150,201,70,True
798,Psychic,Dark,80,160,60,170,201,80,True
799,Fire,Water,80,110,120,130,161,70,True
